Date,Average air temp (°C),RH (%),Average wind dirn (deg),Average wind speed (km/h),Total daily precipitation (mm)
6/10/2016 12:00,11.4,94,288,5,29.5
7/10/2016 12:00,13.9,69,50,0.5,13.8
8/10/2016 12:00,14.7,62,350,3.8,1.1
9/10/2016 12:00,14.1,74,283,0.9,5.6
10/10/2016 12:00,16.2,59,276,0.6,0
11/10/2016 12:00,18.6,63,103,3.2,0.3
12/10/2016 12:00,14.9,89,53,4.7,2.8
13/10/2016 12:00,14.1,55,92,0.8,0.3
14/10/2016 12:00,13.7,70,84,3.9,0
15/10/2016 12:00,12.7,67,88,0.4,15.3
16/10/2016 12:00,13.3,67,78,4.8,0
17/10/2016 12:00,18.8,53,95,3.6,0
18/10/2016 12:00,17.4,59,94,2.2,0
19/10/2016 12:00,15.5,83,47,2.6,0
20/10/2016 12:00,16,94,123,5.5,3
21/10/2016 12:00,16.6,59,103,0.7,6.9
22/10/2016 12:00,15.7,52,91,1.4,0.9
23/10/2016 12:00,19.1,51,111,0.9,0
24/10/2016 12:00,18.4,63,90,0.7,0
25/10/2016 12:00,16.8,75,69,0.9,1
26/10/2016 12:00,13.7,85,80,2.7,9.6
27/10/2016 12:00,15.9,64,81,2.5,3.7
28/10/2016 12:00,16.1,65,80,1.7,0
29/10/2016 12:00,14.4,53,86,2.6,6.2
30/10/2016 12:00,13.1,46,95,1.1,0
31/10/2016 12:00,12.9,44,313,0.5,0
1/11/2016 12:00,16.1,54,106,3.5,0
2/11/2016 12:00,13.5,92,79,3.9,7.4
3/11/2016 12:00,15.4,55,78,3.1,1.6
4/11/2016 12:00,14.8,57,66,2.5,0.3
5/11/2016 12:00,14.5,83,60,2.7,0
6/11/2016 12:00,18.4,67,70,4.5,3.7
7/11/2016 12:00,14.5,90,86,2.9,13.5
8/11/2016 12:00,17.1,54,76,9.2,5.2
9/11/2016 12:00,23,59,72,1.7,0
10/11/2016 12:00,19.9,65,77,3.9,0
11/11/2016 12:00,19.5,65,69,3.2,0.5
12/11/2016 12:00,13.4,90,94,2.4,17.4
13/11/2016 12:00,14.7,54,76,2.2,0.3
14/11/2016 12:00,15.7,71,71,2.3,0
15/11/2016 12:00,14.8,98,126,6.5,22.9
16/11/2016 12:00,14.3,68,203,1.9,39.6
17/11/2016 12:00,12.7,76,158,2.3,21.6
18/11/2016 12:00,15.9,43,152,3,1.7
19/11/2016 12:00,18.4,70,80,3.1,0
20/11/2016 12:00,18.1,50,96,2.4,0.3
21/11/2016 12:00,19.2,57,87,5.3,0
22/11/2016 12:00,21.1,65,77,2.2,0
23/11/2016 12:00,22.3,55,88,3.1,0
24/11/2016 12:00,20.8,63,90,0.6,0
25/11/2016 12:00,18,77,70,5.7,0.5
26/11/2016 12:00,17.8,61,112,5.8,13
27/11/2016 12:00,14.4,81,81,7.8,1.6
28/11/2016 12:00,13.8,57,77,6,9.8
29/11/2016 12:00,15.7,67,86,2.4,0
30/11/2016 12:00,17.3,73,85,3.4,0.6
1/12/2016 12:00,18.7,80,107,5,0.6
2/12/2016 12:00,19.9,62,106,1,4.6
3/12/2016 12:00,19.1,52,124,0.5,0
4/12/2016 12:00,17.4,71,117,2.4,0
5/12/2016 12:00,22.3,55,118,2.8,0
6/12/2016 12:00,23.4,58,108,2.3,0
7/12/2016 12:00,22.2,56,102,5,0.3
8/12/2016 12:00,13.9,95,173,2.4,11
9/12/2016 12:00,24,60,120,1.3,1.2
10/12/2016 12:00,19.7,82,96,3.9,0
11/12/2016 12:00,15.6,60,110,5.8,8.5
12/12/2016 12:00,15.4,70,95,6.7,0
13/12/2016 12:00,16,42,9,3.4,0.3
14/12/2016 12:00,13.7,94,122,6,0.6
15/12/2016 12:00,18.5,74,98,6.9,0
16/12/2016 12:00,17.5,55,139,4.3,4.7
17/12/2016 12:00,20.4,54,125,1,0
18/12/2016 12:00,18.8,69,115,3.1,0
19/12/2016 12:00,17.1,95,173,4.2,4.4
20/12/2016 12:00,19.8,58,121,1.9,5.9
21/12/2016 12:00,22.9,56,128,1.9,0
22/12/2016 12:00,21.4,64,124,4,0
23/12/2016 12:00,15.7,58,197,4.4,16.1
24/12/2016 12:00,17.2,53,119,4.3,0.6
25/12/2016 12:00,17.6,65,111,2.7,0
26/12/2016 12:00,20.5,68,129,2.7,0
27/12/2016 12:00,18.9,66,112,3.6,0
28/12/2016 12:00,22.9,50,125,3.3,0
29/12/2016 12:00,15.1,59,123,3.5,0
30/12/2016 12:00,20,51,39,2,0
31/12/2016 12:00,20.5,55,131,4.5,0
1/01/2017 12:00,19.1,67,124,4.2,0
2/01/2017 12:00,18.2,96,216,3.2,2.6
3/01/2017 12:00,18,95,162,5.2,12.4
4/01/2017 12:00,16.7,67,215,4.8,4.7
5/01/2017 12:00,17.5,45,127,1.7,0
6/01/2017 12:00,16.7,59,116,3.1,0
7/01/2017 12:00,19,49,113,2.1,0
8/01/2017 12:00,17.8,54,91,3.2,0
9/01/2017 12:00,18.2,66,102,5.6,0
10/01/2017 12:00,23.6,61,105,4.7,0.3
11/01/2017 12:00,22.2,64,129,4.4,0
12/01/2017 12:00,21.5,58,138,6.3,0
13/01/2017 12:00,21.1,51,147,4.5,9
14/01/2017 12:00,20.4,59,144,1.7,0
15/01/2017 12:00,19.1,97,234,7.1,4.6
16/01/2017 12:00,19.5,59,146,2.3,6.8
17/01/2017 12:00,20.8,55,126,4,0
18/01/2017 12:00,20.1,69,121,2.1,0
19/01/2017 12:00,15.4,98,228,7.9,3.8
20/01/2017 12:00,15.5,62,170,3.5,5
21/01/2017 12:00,20.1,49,151,4.6,0
22/01/2017 12:00,16.9,88,116,6.9,20.6
23/01/2017 12:00,15.6,72,148,5.3,9.1
24/01/2017 12:00,20.3,60,117,1.5,0
25/01/2017 12:00,15.5,92,181,5,0
26/01/2017 12:00,18.8,57,141,1.7,3.6
27/01/2017 12:00,18.8,58,146,3.3,0
28/01/2017 12:00,24.4,46,100,0.6,0
29/01/2017 12:00,22.8,58,147,3.2,0
30/01/2017 12:00,23.2,65,155,3.6,0
31/01/2017 12:00,23.9,58,145,2.7,0
1/02/2017 12:00,19.8,65,152,4.3,0
2/02/2017 12:00,20.6,80,156,4.2,0.6
3/02/2017 12:00,23,67,172,4.3,8.8
4/02/2017 12:00,21.2,51,167,3,0
5/02/2017 12:00,24.5,57,153,1.9,0
6/02/2017 12:00,23.5,64,161,3.1,0
7/02/2017 12:00,23.5,77,182,4.6,0.6
8/02/2017 12:00,20.4,70,190,3.5,0.9
9/02/2017 12:00,20.3,48,126,3.8,0
10/02/2017 12:00,17.7,52,31,3,0
11/02/2017 12:00,21.4,43,126,1.9,0
12/02/2017 12:00,17.3,80,152,2.7,0
13/02/2017 12:00,20.6,86,232,5.9,4.8
14/02/2017 12:00,16.8,90,192,0.6,3.2
15/02/2017 12:00,21.7,57,146,0.6,0.8
16/02/2017 12:00,16.2,95,193,1,5.1
17/02/2017 12:00,17.5,91,224,3.3,88.3
18/02/2017 12:00,23.6,69,234,2,24.1
19/02/2017 12:00,22.9,68,208,1,2.7
20/02/2017 12:00,24.2,62,100,0.8,0
21/02/2017 12:00,21.6,61,95,0.4,0
22/02/2017 12:00,23.3,63,94,1.1,0
23/02/2017 12:00,24.5,54,99,1.6,0
24/02/2017 12:00,22.9,53,86,0.6,0
25/02/2017 12:00,23.7,57,111,1.4,0
26/02/2017 12:00,22.2,64,123,1,0
27/02/2017 12:00,24.5,56,99,0.7,0
28/02/2017 12:00,24.2,55,99,0.4,0
1/03/2017 12:00,22.4,68,150,0.8,1.3
2/03/2017 12:00,22.6,65,130,3,0
3/03/2017 12:00,19.6,64,143,3.4,0
4/03/2017 12:00,19.3,71,130,3.2,0
5/03/2017 12:00,19.1,68,150,2.2,0
6/03/2017 12:00,18.7,63,132,1.2,0
7/03/2017 12:00,19.5,76,144,1.3,0
8/03/2017 12:00,12,93,250,2.7,43.7
9/03/2017 12:00,18.5,67,205,2.1,6.2
10/03/2017 12:00,21.6,69,159,1.6,0
11/03/2017 12:00,19.3,93,165,4.1,47.8
12/03/2017 12:00,21,87,218,1.3,2.8
13/03/2017 12:00,19.5,64,277,4.7,10.6
14/03/2017 12:00,17.9,58,204,4.2,0
15/03/2017 12:00,18.9,51,170,2.9,0
16/03/2017 12:00,20.4,56,74,1.1,0
17/03/2017 12:00,22.1,58,83,0.7,0
18/03/2017 12:00,18.4,68,91,2.6,0
19/03/2017 12:00,20.1,53,48,0.9,0
20/03/2017 12:00,17.9,79,91,4.1,0
21/03/2017 12:00,22.3,57,73,0.9,0
22/03/2017 12:00,18.8,86,104,3.4,0
23/03/2017 12:00,22,69,88,3.3,0.8
24/03/2017 12:00,17.2,77,78,4.1,0
25/03/2017 12:00,22.9,62,115,1.3,0.8
26/03/2017 12:00,20.1,78,115,2.5,3.9
27/03/2017 12:00,20.1,81,129,4.1,20
28/03/2017 12:00,22.5,69,115,1.9,3.1
29/03/2017 12:00,17.3,91,159,2.3,5.8
30/03/2017 12:00,20.2,79,205,2.7,25.4
31/03/2017 12:00,18.6,74,220,0.4,0
1/04/2017 12:00,20.9,65,194,0.4,0.3
2/04/2017 12:00,21.7,75,171,1.4,0
3/04/2017 12:00,24.1,69,179,0.8,1.5
4/04/2017 12:00,13.9,93,142,1.9,15.8
5/04/2017 12:00,20,94,177,1.6,72.4
6/04/2017 12:00,17.4,70,172,4.7,19.4
7/04/2017 12:00,16.8,63,126,2.7,0.8
8/04/2017 12:00,17.7,53,146,0.6,0
9/04/2017 12:00,16.4,60,132,0.4,0
10/04/2017 12:00,20.8,59,83,0.7,0
11/04/2017 12:00,19.3,77,70,0.7,0
12/04/2017 12:00,18.8,88,54,0.7,1.1
13/04/2017 12:00,16.1,91,178,0.8,55.8
14/04/2017 12:00,16.9,83,138,2.2,47.9
15/04/2017 12:00,18.1,78,176,5.2,2.4
16/04/2017 12:00,17.9,72,227,4.3,3.7
17/04/2017 12:00,13.7,90,151,1,8.3
18/04/2017 12:00,17.3,64,191,0.6,0
19/04/2017 12:00,17.9,66,136,0.5,0
20/04/2017 12:00,16.7,58,98,0.4,0
21/04/2017 12:00,15.9,54,63,0.4,0
22/04/2017 12:00,16.8,61,83,0.4,0
23/04/2017 12:00,17.2,60,82,0.4,0
24/04/2017 12:00,19.2,54,84,0.4,0
25/04/2017 12:00,17.9,55,64,0.9,0
26/04/2017 12:00,19.5,59,81,0.7,0
27/04/2017 12:00,18.6,65,98,0.4,0
28/04/2017 12:00,19.1,68,103,1.3,0.3
29/04/2017 12:00,15.2,96,205,2.9,1.3
30/04/2017 12:00,16.6,89,218,4,31.8
1/05/2017 12:00,12.6,60,239,2.4,0.9
2/05/2017 12:00,14,50,196,0.4,0
3/05/2017 12:00,12.9,81,195,2.8,0.9
4/05/2017 12:00,12.7,59,192,4.6,3.9
5/05/2017 12:00,14.5,51,169,0.4,0
6/05/2017 12:00,16.5,57,137,0.4,0
7/05/2017 12:00,13,70,164,0.5,0.3
8/05/2017 12:00,13.4,67,110,0.4,0
9/05/2017 12:00,14.8,82,150,0.5,0
10/05/2017 12:00,18.1,72,154,0.4,0
11/05/2017 12:00,14.5,95,158,3.1,6.2
12/05/2017 12:00,11.7,93,233,3.4,84.2
13/05/2017 12:00,12.8,55,174,4.4,19.6
14/05/2017 12:00,11,63,196,0.4,0
15/05/2017 12:00,12.9,74,74,0.4,0
16/05/2017 12:00,11.1,93,355,0.4,0
17/05/2017 12:00,15.8,83,267,5.2,2.1
18/05/2017 12:00,15,94,344,5.8,19.5
19/05/2017 12:00,11.9,60,84,4.1,0
20/05/2017 12:00,9.4,87,92,5.6,3.2
21/05/2017 12:00,8.2,62,74,2,1.2
22/05/2017 12:00,10.8,45,348,0.6,0
23/05/2017 12:00,8.9,83,218,1.5,0
24/05/2017 12:00,11.2,99,5,3.2,9.1
25/05/2017 12:00,13.8,73,102,1,7.5
26/05/2017 12:00,14.2,78,132,1.1,0
27/05/2017 12:00,14,95,24,0.9,15.7
28/05/2017 12:00,13.8,89,32,1.2,18.5
29/05/2017 12:00,15.3,73,26,0.9,0
30/05/2017 12:00,11.3,80,97,1.9,0
31/05/2017 12:00,15.4,72,341,0.5,0.9
1/06/2017 12:00,13.5,66,45,1.7,0.3
2/06/2017 12:00,12.7,70,101,2.7,0
3/06/2017 12:00,14.1,61,69,1.4,0
4/06/2017 12:00,11.9,62,247,0.7,0
5/06/2017 12:00,10.8,91,218,0.4,0.6
6/06/2017 12:00,13.7,66,227,0.5,10.5
7/06/2017 12:00,10.7,75,200,4,0
8/06/2017 12:00,10.9,61,192,1.9,0.3
9/06/2017 12:00,10.3,66,168,0.5,0
10/06/2017 12:00,12.6,72,72,3.6,0
11/06/2017 12:00,11.6,57,352,2.6,0.3
12/06/2017 12:00,10,98,239,3.7,0
13/06/2017 12:00,12.3,88,59,5.8,1.2
14/06/2017 12:00,9.2,62,NA,6.5075,26.3
15/06/2017 12:00,8.7,78,37,2.8,0.3
16/06/2017 12:00,12.8,84,17,1,0
17/06/2017 12:00,13.5,82,66,0.9,0.3
18/06/2017 12:00,13.1,90,319,1.6,2.5
19/06/2017 12:00,12.7,88,121,1.1,0.3
20/06/2017 12:00,12.2,77,78,2.4,0
21/06/2017 12:00,12.3,74,55,3.6,0.3
22/06/2017 12:00,12.3,98,285,1.6,3.6
23/06/2017 12:00,14.1,99,53,2.3,2.9
24/06/2017 12:00,12.3,92,349,3,10.2
25/06/2017 12:00,10.5,93,226,2.9,0
26/06/2017 12:00,10.4,83,241,1.8,0.6
27/06/2017 12:00,11.2,76,189,1.5,0.3
28/06/2017 12:00,11.6,76,182,1.4,0
29/06/2017 12:00,10.9,80,168,1.8,0
30/06/2017 12:00,7.3,99,150,1.2,0.3
1/07/2017 12:00,11.8,95,123,3.1,0.3
2/07/2017 12:00,13.1,88,245,2.7,37.9
3/07/2017 12:00,11.7,95,274,3.2,5.5
4/07/2017 12:00,7.9,100,175,2.6,0.6
5/07/2017 12:00,11.3,80,282,1.3,0
6/07/2017 12:00,9.4,98,155,2.3,3.2
7/07/2017 12:00,9.8,89,194,3.2,6.2
8/07/2017 12:00,10.4,79,247,3.4,0.3
9/07/2017 12:00,9.4,100,134,2.4,13.6
10/07/2017 12:00,11.3,77,233,2.3,0
11/07/2017 12:00,9.9,97,266,2.6,0.3
12/07/2017 12:00,8.6,85,270,3.6,2.9
13/07/2017 12:00,2.8,97,208,3,6.5
14/07/2017 12:00,7.5,84,260,3.5,5.2
15/07/2017 12:00,9.8,73,235,1.2,0
16/07/2017 12:00,10.7,81,236,2.9,0
17/07/2017 12:00,10.3,89,263,4.9,0
18/07/2017 12:00,11.1,97,236,4.4,4.9
19/07/2017 12:00,12.5,98,275,0.7,0.3
20/07/2017 12:00,12.9,92,255,1.6,1.7
21/07/2017 12:00,8.6,96,266,5.6,27
22/07/2017 12:00,10.6,100,165,3.7,32.3
23/07/2017 12:00,7.2,100,223,2.8,1.5
24/07/2017 12:00,9.4,93,247,4,0.6
25/07/2017 12:00,12.7,87,232,3,0.3
26/07/2017 12:00,11.2,74,243,4,0
27/07/2017 12:00,10.4,92,254,6.1,1.9
28/07/2017 12:00,10.3,80,265,3.5,10.3
29/07/2017 12:00,6.8,63,261,3,0
30/07/2017 12:00,8.8,69,236,1.6,0
31/07/2017 12:00,6.4,85,208,2.1,0
1/08/2017 12:00,8.5,99,175,2,0
2/08/2017 12:00,11.8,90,143,1.2,2.4
3/08/2017 12:00,11.9,68,249,3.4,0
4/08/2017 12:00,10,63,173,4,0
5/08/2017 12:00,11,66,58,2.9,0
6/08/2017 12:00,12,75,354,4.4,0
7/08/2017 12:00,14.9,85,205,3.8,11
8/08/2017 12:00,12.6,100,165,3.8,4.2
9/08/2017 12:00,12.6,100,230,3.5,20.6
10/08/2017 12:00,11.9,93,224,4.1,24.2
11/08/2017 12:00,11,89,257,2.7,2.2
12/08/2017 12:00,12,100,73,4.1,2.7
13/08/2017 12:00,13.2,81,228,4.7,0.8
14/08/2017 12:00,10.4,98,224,5.8,3.4
15/08/2017 12:00,10.3,97,158,7,12.4
16/08/2017 12:00,9.9,100,112,2.7,7.5
17/08/2017 12:00,11.7,98,253,4.7,0.3
18/08/2017 12:00,13,80,138,1,10.5
19/08/2017 12:00,12.1,90,222,2.3,0
20/08/2017 12:00,11.3,92,202,4.6,5.1
21/08/2017 12:00,12.8,70,230,1.4,4.2
22/08/2017 12:00,12.2,55,229,1.9,0
23/08/2017 12:00,12.8,60,140,2.2,0
24/08/2017 12:00,12.9,61,61,2.5,0
25/08/2017 12:00,11.5,83,52,2,0
26/08/2017 12:00,12.8,88,93,0.8,0.3
27/08/2017 12:00,12.9,83,82,4,0.9
28/08/2017 12:00,14.1,98,217,3.5,10.8
29/08/2017 12:00,15.6,84,154,3.7,34.3
30/08/2017 12:00,13.6,83,252,1.9,0.3
31/08/2017 12:00,13.8,81,224,2,10.7
1/09/2017 12:00,13.8,88,243,1.2,0.6
2/09/2017 12:00,9.6,95,251,3.4,12.7
3/09/2017 12:00,13.1,69,199,2.6,1.7
4/09/2017 12:00,13.3,62,180,2.4,0
5/09/2017 12:00,12.3,75,172,5.2,0
6/09/2017 12:00,13,98,215,5.9,8.7
7/09/2017 12:00,13.2,75,211,6.8,22.9
8/09/2017 12:00,12.5,78,203,5.5,6.5
9/09/2017 12:00,10.1,97,279,7.2,31.3
10/09/2017 12:00,8.3,90,72,4,9.9
11/09/2017 12:00,10,80,155,3.3,4.1
12/09/2017 12:00,10.1,83,246,5.6,1.1
13/09/2017 12:00,12.9,79,216,4.1,0.3
14/09/2017 12:00,15.7,79,210,5,6.8
15/09/2017 12:00,17.9,71,214,5.7,0
16/09/2017 12:00,14.1,83,234,6.1,9.2
17/09/2017 12:00,12,93,208,5.3,1.8
18/09/2017 12:00,7.3,94,15,4.2,23
19/09/2017 12:00,12.3,65,219,4.8,0.9
20/09/2017 12:00,15.3,70,209,2.6,0.6
21/09/2017 12:00,10.3,96,184,2.7,3
22/09/2017 12:00,13.7,69,39,2.6,5.4
23/09/2017 12:00,16.5,61,184,2.4,0
24/09/2017 12:00,14.8,85,182,3.3,0
25/09/2017 12:00,13.6,88,150,4.6,0
26/09/2017 12:00,13.7,100,145,6.6,5.1
27/09/2017 12:00,15.9,67,308,2,29.8
28/09/2017 12:00,15.1,66,208,2.8,0
29/09/2017 12:00,13.2,84,212,3.8,0
30/09/2017 12:00,15.4,80,188,4,0.5
1/10/2017 12:00,9.9,95,106,2,3.7
2/10/2017 12:00,13.7,83,189,7.3,5.8
3/10/2017 12:00,14.8,75,161,5.1,0.3
4/10/2017 12:00,15.3,62,100,4,0
5/10/2017 12:00,17.1,70,326,3.4,0
6/10/2017 12:00,12.4,97,237,3,21.4
7/10/2017 12:00,13.8,86,241,1.8,1.8
8/10/2017 12:00,13.2,91,161,3.7,14.9
9/10/2017 12:00,13.4,96,204,1.9,8.3
10/10/2017 12:00,17.6,71,225,3.9,6
11/10/2017 12:00,12.6,80,233,5.4,9.7
12/10/2017 12:00,15,60,210,3.6,2.8
13/10/2017 12:00,13,80,133,3.8,0
14/10/2017 12:00,17.9,71,236,4,2.3
15/10/2017 12:00,13.4,58,228,6.4,1.3
16/10/2017 12:00,14.9,73,211,4.9,0
17/10/2017 12:00,15.2,60,358,5.7,0
18/10/2017 12:00,15.5,61,197,1.8,0
19/10/2017 12:00,16.4,33,304,2.8,0
20/10/2017 12:00,19.2,50,252,1.4,0
21/10/2017 12:00,16.4,63,276,5.4,0
22/10/2017 12:00,14.1,99,70,6.4,4
23/10/2017 12:00,10.1,98,232,0.4,7.6
24/10/2017 12:00,15.6,68,275,4.2,3.7
25/10/2017 12:00,14.5,72,245,4.3,0
26/10/2017 12:00,17,64,248,4.8,2.5
27/10/2017 12:00,15.9,82,208,2.2,4.1
28/10/2017 12:00,14,89,308,1.4,2.4
29/10/2017 12:00,16.5,84,296,2.6,6.9
30/10/2017 12:00,19.5,62,225,3.2,0.3
31/10/2017 12:00,16.3,77,165,2.4,0
1/11/2017 12:00,16.1,66,280,3,0
2/11/2017 12:00,17.4,65,256,2.6,0
3/11/2017 12:00,14.7,94,151,3.5,1.9
4/11/2017 12:00,16.5,100,63,4.2,45.8
5/11/2017 12:00,15.3,93,128,2.3,2.1
6/11/2017 12:00,14.5,52,248,0.8,0.3
7/11/2017 12:00,18.1,51,243,1.2,0
8/11/2017 12:00,15.1,71,244,2.3,14.8
9/11/2017 12:00,16.6,59,236,0.5,0
10/11/2017 12:00,20.9,49,204,0.4,0
11/11/2017 12:00,16.7,50,206,2.6,0
12/11/2017 12:00,14.9,52,147,0.4,0
13/11/2017 12:00,17.9,54,150,0.4,0
14/11/2017 12:00,16.5,62,154,0.4,0
15/11/2017 12:00,17.1,63,180,0.4,0.3
16/11/2017 12:00,17.6,66,302,0.4,3.5
17/11/2017 12:00,19.7,49,187,0.4,2.8
18/11/2017 12:00,17.2,55,129,2.1,0
19/11/2017 12:00,13.5,73,180,4.3,1.3
20/11/2017 12:00,20.3,55,121,0.9,0
21/11/2017 12:00,22.9,58,119,1.1,0
22/11/2017 12:00,19.6,50,110,0.4,0
23/11/2017 12:00,23.3,61,139,0.8,0
24/11/2017 12:00,23.6,65,146,1,0
25/11/2017 12:00,18.3,85,198,0.4,0
26/11/2017 12:00,19.1,73,187,0.4,0
27/11/2017 12:00,18.9,73,159,0.4,0
28/11/2017 12:00,21.5,69,148,0.8,1.1
29/11/2017 12:00,20,71,141,1.8,0.6
30/11/2017 12:00,22.2,62,264,1.3,8.7
1/12/2017 12:00,23.2,59,275,1.3,20.4
2/12/2017 12:00,24.5,51,172,1.6,0
3/12/2017 12:00,21.9,66,150,3.2,0
4/12/2017 12:00,26.2,58,138,3,0
5/12/2017 12:00,24.2,63,145,3,0
6/12/2017 12:00,29,37,127,1.9,0
7/12/2017 12:00,24.4,61,129,2.7,0
8/12/2017 12:00,19.8,82,160,1.6,0
9/12/2017 12:00,24,57,122,4.1,0.3
10/12/2017 12:00,23.6,61,149,2.4,0
11/12/2017 12:00,23.5,65,155,3.8,2.8
12/12/2017 12:00,22.4,56,193,3.5,2.4
13/12/2017 12:00,21.4,52,145,5.6,0
14/12/2017 12:00,21.9,50,145,3.8,0.6
15/12/2017 12:00,21.8,54,128,2.9,0
16/12/2017 12:00,24,58,146,3.6,0
17/12/2017 12:00,24.7,54,135,2.1,0
18/12/2017 12:00,19.2,92,187,1.6,0.5
19/12/2017 12:00,21,65,183,5.5,14.3
20/12/2017 12:00,20.3,45,147,6.1,0.8
21/12/2017 12:00,22.6,47,114,4,0
22/12/2017 12:00,26.3,59,131,3,0
23/12/2017 12:00,18.2,84,340,1.5,16.5
24/12/2017 12:00,16,93,289,1.4,0
25/12/2017 12:00,23.4,59,164,2.6,1
26/12/2017 12:00,19.5,72,300,3.1,4.4
27/12/2017 12:00,19.5,46,314,3.5,0
28/12/2017 12:00,15.7,48,118,4.8,0
29/12/2017 12:00,23,50,119,3.8,0
30/12/2017 12:00,22.4,50,110,2.6,0
31/12/2017 12:00,23,50,123,4.5,0
1/01/2018 12:00,16.2,98,9,2.7,3.3
2/01/2018 12:00,22.2,74,55,1.9,3.7
3/01/2018 12:00,19.9,95,53,1.3,6.4
4/01/2018 12:00,20.7,89,292,2.5,0.3
5/01/2018 12:00,18.4,96,292,4.8,35.6
6/01/2018 12:00,20.4,75,352,2,20.6
